Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Adjective_freq
farmhand,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
farming,82,70,74,63,1.61,1.9191,0.83,1.8513,Noun,66.0,0.8,Noun.Verb.Adjective,66.13.3,3
fasting,29,25,26,22,0.57,1.4771,0.3,1.415,Verb,19.0,0.66,Verb.Noun.Adjective.Name,19.6.3.1,3
fawning,13,13,12,12,0.25,1.1461,0.15,1.1461,Verb,8.0,0.62,Verb.Adjective.Noun,8.3.2,3
feedwater,7,1,6,1,0.14,0.9031,0.01,0.301,Noun,4.0,0.57,Noun.Adjective,4.3,3
fetishistic,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
filed,449,373,443,369,8.8,2.6532,4.45,2.5729,Verb,446.0,0.99,Verb.Adjective,446.3,3
filmic,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
fireable,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
flattest,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
flavorful,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
flavorless,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
flaxen,7,4,5,4,0.14,0.9031,0.05,0.699,Noun,4.0,0.57,Noun.Adjective,4.3,3
fluffier,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
fluorine,5,5,5,5,0.1,0.7782,0.06,0.7782,Adjective,3.0,0.6,Adjective.Noun,3.2,3
flyable,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
foiled,19,18,14,13,0.37,1.301,0.21,1.2788,Verb,14.0,0.74,Verb.Adjective.Name,14.3.2,3
follicular,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
foodless,2,2,2,2,0.04,0.4771,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
fooling,626,508,603,497,12.27,2.7973,6.06,2.7067,Verb,585.0,0.94,Verb.Noun.Adjective.Name,585.36.3.1,3
foppish,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
fowling,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
foxiest,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
fragging,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
freakier,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
freethinking,4,4,4,4,0.08,0.699,0.05,0.699,Adjective,3.0,0.75,Adjective.Verb,3.1,3
frenetic,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
frostbitten,7,7,6,6,0.14,0.9031,0.08,0.9031,Verb,3.0,0.43,Verb.Adjective.Name,3.3.1,3
funerary,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
fuzzier,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
galvanizing,5,3,5,3,0.1,0.7782,0.04,0.6021,Adjective,3.0,0.6,Adjective.Verb,3.2,3
genealogical,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
gentlemanlike,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
geodesic,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
geologic,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
geophysical,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
germy,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
gestational,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
ginny,132,36,3,3,2.59,2.1239,0.43,1.5682,Name,128.0,0.98,Name.Adjective,128.3,3
gloating,44,37,40,33,0.86,1.6532,0.44,1.5798,Verb,31.0,0.7,Verb.Noun.Name.Adjective,31.6.4.3,3
gnarled,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
gnarliest,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
goddamnedest,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
goldy,20,6,2,2,0.39,1.3222,0.07,0.8451,Noun,9.0,0.45,Noun.Name.Adjective,9.8.3,3
goodish,3,3,1,1,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
googly,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
gossipy,4,4,4,4,0.08,0.699,0.05,0.699,Adjective,3.0,0.75,Adjective.Noun,3.1,3
gregorian,3,3,0,0,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
grieved,29,26,28,26,0.57,1.4771,0.31,1.4314,Verb,26.0,0.9,Verb.Adjective,26.3,3
grilling,34,32,31,29,0.67,1.5441,0.38,1.5185,Verb,27.0,0.79,Verb.Adjective.Noun.Name,27.3.2.2,3
groaning,188,120,142,91,3.69,2.2765,1.43,2.0828,Verb,180.0,0.96,Verb.Noun.Adjective,180.5.3,3
grumbling,13,13,12,12,0.25,1.1461,0.15,1.1461,Verb,10.0,0.77,Verb.Adjective,10.3,3
guileless,3,2,2,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
gunky,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
gutty,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
gymnastic,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
gypped,8,8,8,8,0.16,0.9542,0.1,0.9542,Verb,5.0,0.63,Verb.Adjective,5.3,3
hardboiled,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
harried,6,6,6,6,0.12,0.8451,0.07,0.8451,Verb,3.0,0.5,Verb.Adjective,3.3,3
hasid,3,1,0,0,0.06,0.6021,0.01,0.301,Adjective,3.0,1.0,Adjective,3,3
hazing,53,34,47,32,1.04,1.7324,0.41,1.5441,Verb,32.0,0.62,Verb.Noun.Adjective.Name,32.16.3.1,3
heartstring,3,1,3,1,0.06,0.6021,0.01,0.301,Adjective,3.0,1.0,Adjective,3,3
hermaphroditic,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
hidebound,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
hieratic,3,3,1,1,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
highhanded,5,5,5,5,0.1,0.7782,0.06,0.7782,Adjective,3.0,0.6,Adjective.Verb,3.2,3
hindmost,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
histological,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
hokey,30,27,23,21,0.59,1.4914,0.32,1.4472,Noun,22.0,0.73,Noun.Name.Adjective,22.5.3,3
homoerotic,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
homogeneous,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
honoring,78,67,75,64,1.53,1.8976,0.8,1.8325,Verb,75.0,0.96,Verb.Adjective,75.3,3
hopping,121,108,112,103,2.37,2.0864,1.29,2.0374,Verb,110.0,0.91,Verb.Noun.Adjective,110.8.3,3
horniest,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
hugging,146,121,139,116,2.86,2.1673,1.44,2.0864,Verb,135.0,0.92,Verb.Noun.Adjective,135.8.3,3
hummable,3,1,2,1,0.06,0.6021,0.01,0.301,Adjective,3.0,1.0,Adjective,3,3
humpy,3,3,0,0,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
hunchbacked,6,6,6,6,0.12,0.8451,0.07,0.8451,Verb,3.0,0.5,Verb.Adjective,3.3,3
hydrolytic,3,1,2,1,0.06,0.6021,0.01,0.301,Adjective,3.0,1.0,Adjective,3,3
hyped,16,14,16,14,0.31,1.2304,0.17,1.1761,Verb,13.0,0.81,Verb.Adjective,13.3,3
hypercritical,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
hypertonic,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
hypertrophic,3,2,2,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
hypoglycaemic,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
identified,524,423,517,418,10.27,2.7202,5.04,2.6274,Verb,522.0,0.99,Verb.Adjective,522.3,3
idiomatic,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
idiopathic,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
immobilized,12,11,11,11,0.24,1.1139,0.13,1.0792,Verb,8.0,0.67,Verb.Adjective.Name,8.3.1,3
immunosuppressive,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
impecunious,3,2,2,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
imperceptible,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
impersonate,33,30,32,30,0.65,1.5315,0.36,1.4914,Verb,28.0,0.88,Verb.Adjective.Noun,28.3.1,3
impish,5,5,4,4,0.1,0.7782,0.06,0.7782,Adjective,3.0,0.6,Adjective.Verb,3.2,3
implicated,65,57,65,57,1.27,1.8195,0.68,1.7634,Verb,62.0,0.95,Verb.Adjective,62.3,3
impracticable,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
improvisational,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
incremental,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
incroyable,4,3,1,1,0.08,0.699,0.04,0.6021,Adjective,3.0,0.75,Adjective.Name,3.1,3
indeclinable,3,1,3,1,0.06,0.6021,0.01,0.301,Adjective,3.0,1.0,Adjective,3,3
indecorous,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
indigestible,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
indonesian,3,3,1,1,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
inelegant,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
inexpressible,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
infuriated,7,7,7,7,0.14,0.9031,0.08,0.9031,Verb,4.0,0.57,Verb.Adjective,4.3,3
inguinal,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
initiated,108,94,106,93,2.12,2.0374,1.12,1.9777,Verb,105.0,0.97,Verb.Adjective,105.3,3
insensate,4,4,4,4,0.08,0.699,0.05,0.699,Adjective,3.0,0.75,Adjective.Noun,3.1,3
insolvent,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
inspecting,35,29,34,28,0.69,1.5563,0.35,1.4771,Verb,32.0,0.91,Verb.Adjective,32.3,3
insular,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
insulted,306,259,305,259,6.0,2.4871,3.09,2.415,Verb,303.0,0.99,Verb.Adjective,303.3,3
insupportable,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
intelligible,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
intercranial,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
interlocutory,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
interrogatory,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
intersecting,7,7,7,7,0.14,0.9031,0.08,0.9031,Verb,4.0,0.57,Verb.Adjective,4.3,3
interventionist,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
intramuscular,3,2,2,1,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
intrauterine,4,3,4,3,0.08,0.699,0.04,0.6021,Adjective,3.0,0.75,Adjective.Noun,3.1,3
invaded,140,125,140,125,2.75,2.1492,1.49,2.1004,Verb,137.0,0.98,Verb.Adjective,137.3,3
investigated,161,139,161,139,3.16,2.2095,1.66,2.1461,Verb,158.0,0.98,Verb.Adjective,158.3,3
ipecac,21,11,19,10,0.41,1.3424,0.13,1.0792,Noun,18.0,0.86,Noun.Adjective,18.3,3
ipsilateral,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
iraqi,5,4,2,2,0.1,0.7782,0.05,0.699,Adjective,3.0,0.6,Adjective.Noun,3.2,3
irascible,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
iridescent,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
irradiated,8,7,8,7,0.16,0.9542,0.08,0.9031,Verb,5.0,0.63,Verb.Adjective,5.3,3
irredeemable,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
irreproachable,2,2,2,2,0.04,0.4771,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
irretrievable,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
irrigated,7,7,7,7,0.14,0.9031,0.08,0.9031,Verb,4.0,0.57,Verb.Adjective,4.3,3
isotopic,3,1,3,1,0.06,0.6021,0.01,0.301,Adjective,3.0,1.0,Adjective,3,3
jamesian,3,1,0,0,0.06,0.6021,0.01,0.301,Adjective,3.0,1.0,Adjective,3,3
japan,791,340,4,3,15.51,2.8987,4.05,2.5328,Name,781.0,0.99,Name.Noun.Adjective,781.5.3,3
jaywalking,35,27,27,24,0.69,1.5563,0.32,1.4472,Verb,30.0,0.86,Verb.Adjective.Name,30.3.2,3
jinny,5,4,1,1,0.1,0.7782,0.05,0.699,Adjective,3.0,0.75,Adjective.Name,3.1,3
joan,954,193,9,3,18.71,2.98,2.3,2.2878,Name,947.0,0.99,Name.Noun.Adjective,947.6.3,3
jollier,4,3,3,3,0.08,0.699,0.04,0.6021,Adjective,3.0,0.75,Adjective.Name,3.1,3
juiced,13,13,13,13,0.25,1.1461,0.15,1.1461,Verb,10.0,0.77,Verb.Adjective,10.3,3
juridical,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
jutting,5,4,5,4,0.1,0.7782,0.05,0.699,Adjective,3.0,0.6,Adjective.Verb,3.2,3
kaddish,9,4,0,0,0.18,1.0,0.05,0.699,Noun,6.0,0.67,Noun.Adjective,6.3,3
kitschy,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
klan,58,36,3,1,1.14,1.7709,0.43,1.5682,Name,55.0,0.95,Name.Adjective,55.3,3
kneeling,54,51,49,47,1.06,1.7404,0.61,1.716,Verb,51.0,0.94,Verb.Adjective,51.3,3
knighting,6,4,5,4,0.12,0.8451,0.05,0.699,Verb,3.0,0.5,Verb.Adjective,3.3,3
knobby,4,4,3,3,0.08,0.699,0.05,0.699,Adjective,3.0,0.75,Adjective.Noun,3.1,3
kurdish,3,3,0,0,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
lacey,124,34,1,1,2.43,2.0969,0.41,1.5441,Name,120.0,0.98,Name.Adjective,120.3,3
lacquered,6,6,6,6,0.12,0.8451,0.07,0.8451,Verb,3.0,0.5,Verb.Adjective,3.3,3
lactated,4,4,4,4,0.08,0.699,0.05,0.699,Adjective,3.0,0.75,Adjective.Verb,3.1,3
lamer,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
landlocked,10,10,9,9,0.2,1.0414,0.12,1.0414,Verb,6.0,0.6,Verb.Adjective.Name,6.3.1,3
lawyering,14,14,13,13,0.27,1.1761,0.17,1.1761,Noun,7.0,0.5,Noun.Verb.Adjective,7.4.3,3
leaderless,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
leanest,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
leary,91,38,0,0,1.78,1.9638,0.45,1.5911,Name,29.0,0.74,Name.Noun.Adjective,29.7.3,3
leering,25,22,23,20,0.49,1.415,0.26,1.3617,Verb,21.0,0.84,Verb.Adjective.Noun,21.3.1,3
leprous,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
lexic,3,3,0,0,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
libelous,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
libertine,9,8,6,5,0.18,1.0,0.1,0.9542,Noun,4.0,0.44,Noun.Adjective.Name,4.3.2,3
likeliest,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
lilly,238,43,3,3,4.67,2.3784,0.51,1.6435,Name,234.0,0.98,Name.Adjective.Adverb,234.3.1,3
lipid,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
lippy,3,3,1,1,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
liveable,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
loathed,20,19,19,18,0.39,1.3222,0.23,1.301,Verb,16.0,0.8,Verb.Adjective.Name,16.3.1,3
loftier,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
logged,107,95,105,93,2.1,2.0334,1.13,1.9823,Verb,105.0,0.97,Verb.Adjective,105.3,3
longish,3,3,1,1,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
looped,22,20,21,19,0.43,1.3617,0.24,1.3222,Verb,19.0,0.86,Verb.Adjective,19.3,3
lugubrious,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
luminescent,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
luxuriant,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
lysergic,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
macro,28,8,5,5,0.55,1.4624,0.1,0.9542,Noun,24.0,0.86,Noun.Adjective.Name,24.3.1,3
madding,3,2,1,1,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
magnific,4,3,1,1,0.08,0.699,0.04,0.6021,Adjective,3.0,0.75,Adjective.Name,3.1,3
malarial,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
malign,10,9,9,8,0.2,1.0414,0.11,1.0,Verb,7.0,0.7,Verb.Adjective,7.3,3
malodorous,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
maneuvering,52,31,31,28,1.02,1.7243,0.37,1.5051,Verb,28.0,0.6,Verb.Name.Noun.Adjective,28.9.7.3,3
manitous,11,1,0,0,0.22,1.0792,0.01,0.301,Name,8.0,0.73,Name.Adjective,8.3,3
manoeuvrable,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
marbled,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
marshmallowy,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
marshy,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
masterly,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
mastoid,5,3,5,3,0.1,0.7782,0.04,0.6021,Adjective,3.0,0.6,Adjective.Noun,3.2,3
matchmaking,15,14,13,13,0.29,1.2041,0.17,1.1761,Noun,7.0,0.47,Noun.Verb.Adjective,7.5.3,3
matchy,3,1,2,1,0.06,0.6021,0.01,0.301,Adjective,3.0,1.0,Adjective,3,3
matt,1604,247,3,3,31.45,3.2055,2.94,2.3945,Name,1597.0,1.0,Name.Adjective,1597.3,3
mawkish,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
maxillary,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
mechanistic,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
meese,3,2,0,0,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
membered,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
memorized,109,98,108,97,2.14,2.0414,1.17,1.9956,Verb,105.0,0.97,Verb.Adjective,105.3,3
meningeal,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
mennonite,3,3,0,0,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
mentholated,6,6,5,5,0.12,0.8451,0.07,0.8451,Verb,3.0,0.5,Verb.Adjective,3.3,3
mentoring,12,12,12,12,0.24,1.1139,0.14,1.1139,Verb,8.0,0.67,Verb.Adjective.Noun,8.3.1,3
merriest,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
metamorphic,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
metaphysic,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
metered,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
micmac,7,2,0,0,0.14,0.9031,0.02,0.4771,Noun,3.0,0.43,Noun.Adjective.Name,3.3.1,3
microcytic,3,3,1,1,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
middled,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
mimeographed,5,5,5,5,0.1,0.7782,0.06,0.7782,Adjective,3.0,0.6,Adjective.Verb,3.2,3
minced,4,4,4,4,0.08,0.699,0.05,0.699,Adjective,3.0,0.75,Adjective.Verb,3.1,3
mined,38,30,37,30,0.75,1.5911,0.36,1.4914,Verb,34.0,0.89,Verb.Adjective.Name,34.3.1,3
miserly,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
misrepresent,5,5,5,5,0.1,0.7782,0.06,0.7782,Adjective,3.0,0.6,Adjective.Noun,3.2,3
missable,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
misspoken,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
mistrustful,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
misused,16,16,16,16,0.31,1.2304,0.19,1.2304,Verb,14.0,0.82,Verb.Adjective,14.3,3
moaning,245,180,206,157,4.8,2.3909,2.15,2.2577,Verb,200.0,0.81,Verb.Noun.Adjective,200.43.3,3
moistened,5,3,5,3,0.1,0.7782,0.04,0.6021,Adjective,3.0,0.6,Adjective.Verb,3.2,3
molding,37,33,36,32,0.73,1.5798,0.39,1.5315,Verb,23.0,0.62,Verb.Noun.Adjective,23.11.3,3
monounsaturated,6,1,4,1,0.12,0.8451,0.01,0.301,Adjective,3.0,0.5,Adjective.Verb.Name,3.2.1,3
moonshining,4,2,3,2,0.08,0.699,0.02,0.4771,Adjective,3.0,0.75,Adjective.Verb,3.1,3
moslem,5,4,1,1,0.1,0.7782,0.05,0.699,Adjective,3.0,0.75,Adjective.Noun,3.1,3
motiveless,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
mouldy,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
mucosal,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
muffy,88,16,0,0,1.73,1.9494,0.19,1.2304,Name,54.0,0.62,Name.Noun.Adjective,54.30.3,3
muling,7,4,7,4,0.14,0.9031,0.05,0.699,Verb,4.0,0.57,Verb.Adjective,4.3,3
multipurpose,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
multitudinous,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
mushed,6,6,6,6,0.12,0.8451,0.07,0.8451,Verb,3.0,0.5,Verb.Adjective,3.3,3
mushier,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
mussed,16,13,16,13,0.31,1.2304,0.15,1.1461,Verb,13.0,0.81,Verb.Adjective,13.3,3
mutable,3,3,2,2,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
muzzy,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
myeloid,3,2,2,1,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
nailed,367,325,351,317,7.2,2.5658,3.87,2.5132,Verb,363.0,0.99,Verb.Adjective,363.3,3
napping,64,50,61,48,1.25,1.8129,0.6,1.7076,Verb,54.0,0.84,Verb.Noun.Adjective.Name,54.5.3.2,3
nary,14,12,10,8,0.27,1.1761,0.14,1.1139,Noun,11.0,0.79,Noun.Adjective,11.3,3
natal,5,4,3,3,0.1,0.7782,0.05,0.699,Adjective,3.0,0.6,Adjective.Name,3.2,3
naturalistic,3,3,3,3,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
navigable,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,3.0,1.0,Adjective,3,3
neapolitan,6,5,0,0,0.12,0.8451,0.06,0.7782,Noun,3.0,0.5,Noun.Adjective,3.3,3
nebula,75,24,20,8,1.47,1.8808,0.29,1.3979,Noun,40.0,0.53,Noun.Name.Adjective,40.32.3,3
nebulized,3,3,1,1,0.06,0.6021,0.04,0.6021,Adjective,3.0,1.0,Adjective,3,3
